timestamp,flow,single_flow,uflow,dflow,pusch,pdsch,pdcch,conn
2025-07-24 22:00:00,1.60941,2.88425,0.156542,1.45287,0.065346,0.038594,0.082702,9.875
2025-07-24 23:00:00,1.64355,2.89895,0.159083,1.48447,0.065874,0.039447,0.083439,9.99808
2025-07-25 00:00:00,1.67769,2.91364,0.161623,1.51606,0.066401,0.0403,0.084176,10.1212
2025-07-25 01:00:00,1.71182,2.92834,0.164164,1.54766,0.066929,0.041154,0.084913,10.2442
2025-07-25 02:00:00,,,,,,,,
2025-07-25 03:00:00,,,,,,,,
2025-07-25 04:00:00,,,,,,,,
2025-07-25 05:00:00,,,,,,,,
2025-07-25 06:00:00,,,,,,,,
2025-07-25 07:00:00,,,,,,,,
2025-07-25 08:00:00,,,,,,,,
2025-07-25 09:00:00,,,,,,,,
2025-07-25 10:00:00,,,,,,,,
2025-07-25 11:00:00,,,,,,,,
2025-07-25 12:00:00,,,,,,,,
2025-07-25 13:00:00,,,,,,,,
2025-07-25 14:00:00,,,,,,,,
2025-07-25 15:00:00,,,,,,,,
2025-07-25 16:00:00,,,,,,,,
2025-07-25 17:00:00,,,,,,,,
2025-07-25 18:00:00,,,,,,,,
2025-07-25 19:00:00,,,,,,,,
2025-07-25 20:00:00,,,,,,,,
2025-07-25 21:00:00,,,,,,,,
2025-07-25 22:00:00,,,,,,,,
2025-07-25 23:00:00,,,,,,,,
2025-07-26 00:00:00,,,,,,,,
2025-07-26 01:00:00,,,,,,,,
2025-07-26 02:00:00,,,,,,,,
2025-07-26 03:00:00,,,,,,,,
2025-07-26 04:00:00,,,,,,,,
2025-07-26 05:00:00,,,,,,,,
2025-07-26 06:00:00,,,,,,,,
2025-07-26 07:00:00,,,,,,,,
2025-07-26 08:00:00,,,,,,,,
2025-07-26 09:00:00,,,,,,,,
2025-07-26 10:00:00,,,,,,,,
2025-07-26 11:00:00,,,,,,,,
2025-07-26 12:00:00,,,,,,,,
2025-07-26 13:00:00,,,,,,,,
2025-07-26 14:00:00,,,,,,,,
2025-07-26 15:00:00,,,,,,,,
2025-07-26 16:00:00,,,,,,,,
2025-07-26 17:00:00,,,,,,,,
2025-07-26 18:00:00,,,,,,,,
2025-07-26 19:00:00,,,,,,,,
2025-07-26 20:00:00,,,,,,,,
2025-07-26 21:00:00,,,,,,,,
2025-07-26 22:00:00,,,,,,,,
2025-07-26 23:00:00,,,,,,,,
2025-07-27 00:00:00,,,,,,,,
2025-07-27 01:00:00,,,,,,,,
2025-07-27 02:00:00,,,,,,,,
2025-07-27 03:00:00,,,,,,,,
2025-07-27 04:00:00,,,,,,,,
2025-07-27 05:00:00,,,,,,,,
2025-07-27 06:00:00,,,,,,,,
2025-07-27 07:00:00,,,,,,,,
2025-07-27 08:00:00,,,,,,,,
2025-07-27 09:00:00,,,,,,,,
2025-07-27 10:00:00,,,,,,,,
2025-07-27 11:00:00,,,,,,,,
2025-07-27 12:00:00,,,,,,,,
2025-07-27 13:00:00,,,,,,,,
2025-07-27 14:00:00,,,,,,,,
2025-07-27 15:00:00,,,,,,,,
2025-07-27 16:00:00,,,,,,,,
2025-07-27 17:00:00,,,,,,,,
2025-07-27 18:00:00,,,,,,,,
2025-07-27 19:00:00,,,,,,,,
2025-07-27 20:00:00,,,,,,,,
2025-07-27 21:00:00,,,,,,,,
2025-07-27 22:00:00,,,,,,,,
2025-07-27 23:00:00,,,,,,,,
2025-07-28 00:00:00,,,,,,,,
2025-07-28 01:00:00,,,,,,,,
2025-07-28 02:00:00,,,,,,,,
2025-07-28 03:00:00,,,,,,,,
2025-07-28 04:00:00,,,,,,,,
2025-07-28 05:00:00,,,,,,,,
2025-07-28 06:00:00,,,,,,,,
2025-07-28 07:00:00,,,,,,,,
2025-07-28 08:00:00,,,,,,,,
2025-07-28 09:00:00,,,,,,,,
2025-07-28 10:00:00,,,,,,,,
2025-07-28 11:00:00,,,,,,,,
2025-07-28 12:00:00,,,,,,,,
2025-07-28 13:00:00,,,,,,,,
2025-07-28 14:00:00,,,,,,,,
2025-07-28 15:00:00,,,,,,,,
2025-07-28 16:00:00,,,,,,,,
2025-07-28 17:00:00,,,,,,,,
2025-07-28 18:00:00,,,,,,,,
2025-07-28 19:00:00,,,,,,,,
2025-07-28 20:00:00,,,,,,,,
2025-07-28 21:00:00,,,,,,,,
2025-07-28 22:00:00,,,,,,,,
2025-07-28 23:00:00,,,,,,,,
2025-07-29 00:00:00,,,,,,,,
2025-07-29 01:00:00,,,,,,,,
2025-07-29 02:00:00,,,,,,,,
2025-07-29 03:00:00,,,,,,,,
2025-07-29 04:00:00,,,,,,,,
2025-07-29 05:00:00,,,,,,,,
2025-07-29 06:00:00,,,,,,,,
2025-07-29 07:00:00,,,,,,,,
2025-07-29 08:00:00,,,,,,,,
2025-07-29 09:00:00,,,,,,,,
2025-07-29 10:00:00,,,,,,,,
2025-07-29 11:00:00,,,,,,,,
2025-07-29 12:00:00,,,,,,,,
2025-07-29 13:00:00,,,,,,,,
2025-07-29 14:00:00,,,,,,,,
2025-07-29 15:00:00,,,,,,,,
2025-07-29 16:00:00,,,,,,,,
2025-07-29 17:00:00,5.5352,4.57454,0.448701,5.0865,0.126038,0.13669,0.167479,24.029
2025-07-29 18:00:00,3.38364,2.67693,0.278136,3.1055,0.110475,0.099924,0.150206,18.936
2025-07-29 19:00:00,3.18616,4.07438,0.262497,2.92367,0.101104,0.088164,0.138502,15.791
2025-07-29 20:00:00,1.74804,3.14395,0.171355,1.57668,0.061122,0.043104,0.091016,8.255
2025-07-29 21:00:00,1.94105,3.52919,0.173117,1.76794,0.068228,0.049554,0.091716,9.16
2025-07-29 22:00:00,1.73953,4.22216,0.270224,1.46931,0.077199,0.040265,0.092724,8.663
2025-07-29 23:00:00,0.824542,2.34245,0.078105,0.746437,0.035052,0.019806,0.055318,3.383
2025-07-30 00:00:00,1.63245,3.8868,0.096304,1.53615,0.039808,0.026277,0.052394,5.333
2025-07-30 01:00:00,1.95338,4.7877,0.078517,1.87487,0.042496,0.036535,0.058668,5.08
2025-07-30 02:00:00,1.38559,4.46963,0.040893,1.34469,0.028187,0.023787,0.052608,4.066
2025-07-30 03:00:00,0.346716,1.38686,0.020172,0.326544,0.019192,0.007664,0.037617,2.616
2025-07-30 04:00:00,0.094023,0.335797,0.006876,0.087147,0.010849,0.002292,0.032389,1.558
2025-07-30 05:00:00,0.187188,0.908685,0.018017,0.169171,0.011882,0.005614,0.034176,1.279
2025-07-30 06:00:00,0.620037,1.55788,0.084579,0.535458,0.033895,0.020174,0.062985,3.766
2025-07-30 07:00:00,2.11682,2.49626,0.16694,1.94989,0.069675,0.059095,0.110153,10.171
2025-07-30 08:00:00,3.04264,4.12282,0.214854,2.82778,0.093571,0.09379,0.130393,15.449
2025-07-30 09:00:00,2.87117,2.80937,0.218233,2.65294,0.092532,0.071828,0.12874,13.456
2025-07-30 10:00:00,2.65686,2.60988,0.239309,2.41755,0.092284,0.070152,0.126353,13.458
2025-07-30 11:00:00,2.30621,2.33422,0.261203,2.045,0.10352,0.069124,0.133624,13.287
2025-07-30 12:00:00,3.38912,3.9317,0.367065,3.02206,0.09267,0.081568,0.136479,13.828
2025-07-30 13:00:00,3.22956,4.21613,0.219138,3.01042,0.080885,0.066093,0.111425,11.897
2025-07-30 14:00:00,3.01026,3.61811,0.420783,2.58948,0.091947,0.074412,0.128085,13.513
2025-07-30 15:00:00,3.5118,4.42292,0.31543,3.19637,0.094324,0.0802,0.132863,15.089
2025-07-30 16:00:00,2.75066,2.37126,0.228842,2.52182,0.093602,0.075582,0.132441,12.462
2025-07-30 17:00:00,4.46193,3.42698,0.334801,4.12713,0.114415,0.102799,0.145147,17.225
2025-07-30 18:00:00,3.90018,4.49329,0.341388,3.55879,0.114986,0.098499,0.140271,17.7
2025-07-30 19:00:00,2.66441,3.63991,0.22261,2.4418,0.088911,0.071297,0.118553,12.955
2025-07-30 20:00:00,1.87157,2.84433,0.238897,1.63267,0.083473,0.055139,0.109005,11.859
2025-07-30 21:00:00,2.43187,3.88477,0.198126,2.23374,0.083639,0.067558,0.111182,13.381
2025-07-30 22:00:00,2.47437,4.43435,0.292544,2.18182,0.088891,0.053633,0.091553,11.369
2025-07-30 23:00:00,1.93243,3.60528,0.160332,1.7721,0.054145,0.037991,0.066057,6.995
2025-07-31 00:00:00,3.16614,8.33193,0.180248,2.98589,0.065036,0.050438,0.079322,12.334
2025-07-31 01:00:00,1.64042,4.18474,0.084465,1.55595,0.041187,0.031248,0.063803,6.281
